weekofmonth,dayofweek,make,accidentarea,dayofweekclaimed,weekofmonthclaimed,sex,maritalstatus,age,fault,policytype,vehiclecategory,vehicleprice,policynumber,repnumber,deductible,driverrating,days_policy_accident,days_policy_claim,pastnumberofclaims,ageofvehicle,ageofpolicyholder,policereportfiled,witnesspresent,agenttype,numberofsuppliments,addresschange_claim,numberofcars,year,basepolicy
1,2,5,0,3,1,1,1,50,0,3,1,2,6915,2,400,2,3,2,3,5,5,0,0,0,3,3,0,1995,0
2,2,7,1,5,2,1,1,38,0,0,0,0,9137,3,400,1,3,2,1,6,5,0,0,0,1,3,1,1995,0
1,6,3,1,1,1,1,1,34,0,1,0,3,4154,10,400,3,3,2,0,4,4,0,0,0,2,2,0,1994,1
2,2,9,1,6,2,1,1,31,0,1,0,4,13253,2,400,3,3,2,1,3,4,0,0,0,2,3,0,1996,0
4,3,1,1,7,1,1,1,32,0,2,0,3,11087,6,400,1,2,0,1,3,4,0,0,0,3,3,0,1995,0
2,0,12,1,1,2,1,1,50,0,0,0,0,3612,5,400,1,3,2,3,5,6,0,0,0,1,3,0,1994,0
3,4,8,1,2,3,1,1,47,0,1,0,0,15109,7,400,2,3,2,1,4,5,0,0,0,3,0,0,1996,1
1,2,7,0,1,1,1,2,20,0,3,0,4,6151,5,400,3,3,2,2,3,2,0,0,0,3,3,0,1995,0
1,3,8,1,5,1,1,1,46,0,3,1,4,13378,9,400,2,3,1,0,6,6,0,0,0,3,3,0,1996,1
4,3,7,1,7,3,1,1,29,0,1,0,1,11086,5,400,3,3,2,1,3,4,0,0,0,0,3,0,1995,0
1,2,9,0,6,2,1,1,26,0,1,0,1,4269,7,400,2,3,2,1,4,4,0,0,0,3,3,0,1994,1
1,0,12,1,5,2,1,1,38,0,0,0,0,4967,5,400,3,3,2,3,5,4,0,0,0,2,3,0,1994,0
2,1,8,1,1,1,1,1,35,0,1,0,1,1857,10,400,1,3,2,2,4,4,0,0,0,2,3,0,1994,0
3,4,13,1,4,3,1,1,48,0,2,0,1,10246,10,400,1,3,2,1,5,5,0,0,0,3,3,0,1995,1
1,0,9,0,3,1,1,1,36,0,3,0,2,5516,12,555,3,3,2,3,5,4,0,0,0,1,3,0,1994,0
1,6,6,1,1,1,1,2,30,0,0,0,5,1679,12,400,4,3,2,3,7,0,0,0,0,3,3,0,1994,0
1,1,8,1,1,3,0,1,36,0,1,0,0,8363,6,400,2,3,2,1,5,4,0,0,0,1,3,0,1995,1
2,1,13,1,1,3,0,1,31,0,1,0,0,15374,5,400,3,3,2,2,3,4,0,0,0,2,3,1,1996,1
2,5,15,0,3,2,1,1,32,0,1,0,1,14563,9,400,3,3,2,0,5,4,0,0,0,0,3,0,1996,1
5,5,12,1,6,4,1,1,43,0,1,0,0,8308,14,400,2,3,2,0,2,4,0,0,0,1,3,0,1995,1
5,1,11,0,7,1,0,2,27,0,1,0,0,7602,10,400,1,3,2,1,3,4,0,0,0,2,3,0,1995,1
5,3,5,1,1,4,1,1,24,0,3,0,4,5987,5,400,1,3,2,2,3,2,0,0,0,3,3,0,1994,0
4,1,6,1,4,5,1,1,28,0,1,0,4,5948,5,400,2,3,2,3,4,3,0,0,0,3,3,0,1994,0
3,1,12,1,3,4,1,1,50,0,1,0,1,3231,8,453,1,3,2,1,5,5,0,0,0,3,1,0,1994,1
2,3,16,1,6,3,1,1,49,0,0,0,4,15406,13,400,1,3,2,2,5,5,0,0,0,2,3,0,1996,0
4,3,15,0,3,2,1,1,33,0,0,0,0,5244,9,400,3,3,2,2,4,4,0,0,0,1,3,0,1994,0
4,1,6,1,6,3,1,2,27,0,0,0,0,11090,10,400,2,2,1,1,3,3,0,0,0,3,3,0,1995,0
3,4,15,1,3,3,1,1,32,0,0,0,0,5774,9,400,2,3,2,2,3,4,0,0,0,1,3,0,1994,0
3,3,12,1,2,2,1,1,35,0,0,0,0,8324,14,400,3,3,2,1,4,4,0,0,0,3,3,0,1995,0
1,2,10,1,2,1,1,1,31,0,0,0,2,6078,11,400,2,3,2,3,5,4,0,0,0,3,3,0,1994,0
1,5,12,1,1,1,1,2,32,0,0,0,0,2645,4,400,1,3,2,0,3,4,0,0,0,0,3,0,1994,0
3,5,13,1,5,3,1,1,28,0,0,0,0,6053,11,400,3,3,2,1,4,4,0,0,0,2,3,0,1994,0
1,3,11,1,5,1,1,1,42,0,1,0,0,10505,6,400,2,3,2,0,5,4,0,0,0,1,3,0,1995,1
4,3,2,1,5,3,1,1,39,0,1,0,1,12400,12,400,1,3,2,1,4,5,0,0,0,0,3,0,1996,1
3,5,2,1,6,2,1,1,39,0,1,0,0,12432,13,400,1,3,2,1,5,5,0,0,0,1,2,0,1996,1
4,4,10,1,1,3,1,1,38,0,0,0,0,1513,13,400,3,3,2,2,5,4,0,0,0,3,3,0,1994,0
1,0,3,0,1,2,1,1,19,0,0,0,5,144,9,400,3,3,2,3,5,2,0,0,0,3,3,0,1994,0
5,0,10,1,1,2,1,1,34,0,0,0,0,7527,3,400,2,3,2,0,4,4,0,0,0,2,3,0,1995,0
3,5,16,1,1,3,1,1,42,0,0,0,0,13650,3,400,4,3,2,1,5,5,0,0,0,0,0,0,1996,0
2,3,17,0,5,3,1,1,32,0,0,0,0,5662,10,400,2,3,2,1,4,4,0,0,0,2,3,0,1994,0
4,2,10,0,3,3,1,1,34,0,1,0,1,9490,12,400,1,3,2,0,5,4,0,0,0,3,3,0,1995,1
4,1,8,1,5,4,0,1,31,0,1,0,0,7461,9,400,1,3,2,0,4,4,0,0,0,2,3,0,1995,1
1,5,15,0,2,1,1,1,34,0,0,0,2,674,3,471,3,3,2,0,4,4,0,0,0,3,1,0,1994,0
2,4,6,1,4,2,1,1,17,0,1,0,5,5044,7,400,2,3,2,1,6,2,0,0,0,3,3,0,1994,0
4,2,10,0,3,3,1,1,33,0,1,0,1,9487,12,400,1,3,2,0,5,4,0,0,0,3,3,0,1995,1
2,0,11,1,6,4,0,1,36,0,0,0,0,9269,8,400,3,3,2,1,4,4,0,0,0,0,3,0,1995,0
1,0,15,1,2,1,0,1,41,0,0,0,2,6097,8,400,3,3,2,3,4,4,0,0,0,0,3,0,1994,0
4,1,17,1,6,1,1,1,26,0,0,0,2,8930,6,400,3,3,2,0,3,4,0,0,0,1,3,0,1995,0
1,2,14,1,4,2,1,1,33,0,0,0,3,1749,3,400,4,3,2,0,4,4,0,0,0,1,3,0,1994,0
2,1,10,0,5,2,1,1,53,0,0,0,1,518,12,400,2,3,2,1,5,6,0,0,0,1,3,0,1994,0
3,4,10,0,5,2,1,1,66,0,0,0,0,3804,3,400,1,3,2,0,6,8,0,0,0,1,3,0,1994,0
1,5,16,1,1,1,1,1,51,0,0,0,0,2630,11,400,3,3,2,0,5,5,0,0,0,2,3,0,1994,0
2,3,7,1,4,2,1,1,40,0,0,0,1,1877,10,400,2,3,2,1,5,5,0,0,0,1,3,0,1994,0
2,1,0,1,5,3,1,1,63,0,1,0,2,9143,2,400,3,3,2,2,5,6,0,0,0,2,3,0,1995,1
3,3,12,1,1,3,0,1,40,0,1,0,0,15125,6,400,2,3,2,0,4,5,0,0,0,1,1,0,1996,1
4,1,3,1,6,1,0,1,43,0,0,0,0,3111,7,400,3,3,2,1,5,5,0,0,0,2,3,0,1994,0
2,5,17,1,1,3,0,2,35,0,0,0,0,6394,15,400,1,3,2,0,4,4,0,0,0,0,3,0,1995,0
2,4,6,1,5,2,1,2,1,0,0,0,4,5062,7,400,3,3,2,1,6,0,0,0,0,2,3,0,1994,0
3,2,5,1,6,3,1,1,31,0,0,0,0,7379,9,345,4,3,2,1,3,4,0,0,0,3,1,0,1995,0
4,0,12,0,2,2,0,1,35,0,0,0,0,6792,10,400,1,3,2,0,5,4,0,0,0,0,3,0,1995,0
4,4,0,1,6,4,1,1,40,0,1,0,2,3931,7,400,1,3,2,1,5,4,0,0,0,3,3,0,1994,1
2,1,0,1,6,4,1,1,49,0,0,0,1,11448,10,400,3,3,2,1,5,5,0,0,0,0,3,0,1996,0
3,0,0,1,6,3,1,1,37,0,0,0,5,10875,12,400,1,3,2,0,4,5,0,0,0,2,3,0,1995,0
2,0,9,1,2,2,1,1,42,0,0,0,2,10703,11,400,3,3,2,2,5,5,0,0,0,1,3,0,1995,0
3,1,6,1,1,4,1,1,35,0,1,0,1,11579,1,493,3,3,2,1,5,4,0,0,0,2,1,0,1996,1
3,4,4,1,4,4,1,1,36,0,0,0,0,7351,6,400,3,3,2,2,3,4,0,0,0,3,3,0,1995,0
1,6,5,0,4,1,1,1,65,0,1,0,2,4164,8,400,3,3,2,1,4,7,0,0,0,0,2,0,1994,1
1,4,13,0,4,1,1,1,39,0,0,0,0,5465,3,400,2,3,2,0,3,5,0,0,0,3,3,0,1994,0
3,3,6,1,4,2,1,1,26,0,0,0,2,224,13,400,4,3,2,2,3,4,0,0,0,0,3,0,1994,0
1,3,6,1,2,3,1,1,21,0,0,0,2,1111,4,400,2,3,2,1,5,2,0,0,0,3,3,0,1994,0
1,3,9,1,5,2,1,1,41,0,0,0,3,6147,9,400,1,3,2,2,5,5,0,0,0,0,3,0,1995,0
1,2,3,0,5,2,0,1,38,0,0,0,4,434,5,400,2,3,2,0,4,4,0,0,0,2,3,0,1994,0
3,2,17,0,1,2,1,1,36,0,0,0,0,1423,9,482,2,3,2,2,4,4,0,0,0,2,1,1,1994,0
2,5,13,1,2,3,1,1,39,0,1,0,0,14570,1,400,2,3,2,2,4,4,0,0,0,2,3,0,1996,1
3,5,6,1,2,4,1,1,40,0,0,0,0,15074,6,431,2,3,2,3,4,5,0,0,0,0,2,0,1996,0
3,2,8,1,5,4,1,1,26,0,1,0,1,10949,11,400,3,3,2,0,3,3,0,0,0,2,3,0,1995,1
4,0,7,1,6,4,1,1,31,0,3,0,5,6617,6,400,1,3,2,3,4,4,0,0,0,2,3,0,1995,0
4,1,15,1,5,4,1,1,27,0,0,0,0,7443,7,400,2,1,0,2,4,4,0,0,0,3,3,0,1995,0
1,2,9,1,2,2,1,1,46,0,0,0,1,13933,2,400,1,3,2,3,6,5,0,0,0,1,3,0,1996,0
3,1,14,1,6,4,1,1,34,0,0,0,0,8703,14,400,1,3,2,1,4,4,0,0,0,2,3,0,1995,0
1,2,6,1,1,2,1,1,58,0,0,0,1,6831,8,472,2,3,2,1,5,7,0,0,0,2,1,0,1995,0
3,5,10,1,6,1,1,1,37,0,0,0,3,3208,1,400,2,3,2,0,3,4,0,0,0,3,3,0,1994,0
3,2,17,0,3,2,1,1,49,0,0,0,1,2171,5,400,2,3,2,1,6,5,0,0,0,1,3,1,1994,0
2,3,16,1,5,3,1,1,39,0,0,0,3,3599,11,400,2,3,0,1,4,5,0,0,0,0,3,0,1994,0
3,0,10,1,4,4,1,1,24,0,0,0,0,14160,5,400,3,3,2,3,3,3,0,0,0,1,3,0,1996,0
3,4,8,1,4,3,1,1,5,0,1,0,4,2097,12,400,1,3,2,2,6,0,0,0,0,3,3,0,1994,1
4,4,13,1,5,3,1,1,40,0,0,0,2,3185,2,400,2,3,2,1,6,4,0,0,0,3,2,0,1994,0
2,3,10,1,3,3,1,1,53,0,1,0,0,11162,9,400,1,3,2,0,5,6,0,0,0,2,3,0,1995,1
2,3,10,1,3,3,0,1,49,0,0,0,0,2022,5,400,4,3,2,2,4,5,0,0,0,0,3,0,1994,0
2,4,5,1,6,2,1,1,45,0,0,0,1,1649,7,400,2,3,2,1,5,5,0,0,0,2,3,0,1994,0
2,2,7,0,2,3,0,1,33,0,1,0,2,1993,3,400,4,3,2,2,3,3,0,0,0,1,3,0,1994,0
2,0,9,1,6,1,0,1,62,0,0,0,1,10086,11,400,2,3,2,1,4,6,0,0,0,2,3,0,1995,0
3,3,6,1,4,1,0,1,55,0,1,0,0,11741,5,400,2,3,2,0,4,6,0,0,0,1,3,0,1996,1
3,4,2,1,5,3,1,1,41,0,1,0,0,14060,1,400,3,3,2,0,5,5,0,0,0,2,3,0,1996,1
3,1,10,1,6,3,1,1,56,0,0,0,2,3731,8,400,2,3,2,0,6,6,0,0,0,1,3,0,1994,0
1,4,7,1,5,1,0,1,43,0,3,0,4,5351,8,400,2,3,2,0,2,5,0,0,0,2,1,1,1994,0
3,2,3,0,4,2,1,1,36,0,1,0,2,7654,10,400,1,3,2,1,4,4,0,0,0,2,3,0,1995,1
4,1,8,1,2,4,0,1,31,0,1,0,1,7454,7,400,3,3,2,0,4,4,0,0,0,3,3,0,1995,1
3,4,15,1,6,4,1,1,27,0,0,0,0,12265,4,400,3,3,2,2,4,4,0,0,0,0,3,0,1996,0
1,4,17,0,1,1,1,2,36,0,1,0,1,14888,4,400,2,3,2,1,4,4,0,0,0,3,3,0,1996,1
1,3,7,1,5,2,0,1,28,0,1,0,0,9879,3,400,3,3,2,2,5,4,0,0,0,2,3,0,1995,1
4,1,5,1,5,2,1,1,48,0,0,0,0,962,3,400,3,3,2,0,4,5,0,0,0,2,3,0,1994,0
1,4,0,1,2,2,1,1,51,0,0,0,1,1015,3,572,2,3,2,1,5,5,0,0,0,0,3,0,1994,0
3,1,6,1,6,3,1,1,10,0,1,0,3,2961,10,400,4,3,2,1,6,1,0,0,0,3,3,0,1994,1
2,1,1,1,5,2,1,1,61,0,5,1,4,2022,12,400,1,3,2,2,4,6,0,0,0,2,3,0,1994,0
4,5,2,1,6,4,1,1,35,0,0,0,0,5903,4,400,2,3,2,0,5,4,0,0,0,3,3,0,1994,0
1,2,4,1,2,2,1,1,16,0,0,0,3,1069,4,400,1,3,2,1,6,1,0,0,0,2,3,0,1994,0
3,3,13,1,1,1,1,1,25,0,0,0,0,3687,7,400,2,3,2,2,4,3,0,0,0,1,2,0,1994,0
4,0,16,1,1,3,1,1,27,0,0,0,0,6604,15,400,3,3,2,1,4,4,0,0,0,2,3,1,1995,0
3,2,9,1,7,1,1,1,36,0,0,0,0,9298,9,400,1,3,2,0,5,4,0,0,0,1,3,0,1995,0
1,5,12,0,6,2,0,1,53,0,0,0,0,10439,1,400,2,3,2,2,4,5,0,0,0,2,3,0,1995,0
2,1,13,0,4,2,1,1,37,0,0,0,0,3637,2,400,1,3,2,1,4,4,0,0,0,1,3,1,1994,0
1,6,11,0,4,1,1,2,33,0,1,0,0,1688,8,400,3,3,2,0,2,4,0,0,0,2,3,0,1994,1
1,3,12,1,5,2,1,1,23,0,0,0,0,6148,15,400,3,3,2,1,3,3,0,0,0,2,3,0,1995,0
2,6,0,0,3,3,1,1,63,0,4,1,3,3581,8,400,1,3,2,3,5,7,0,0,0,1,3,0,1994,0
1,1,13,0,3,2,1,1,38,0,0,0,2,4311,9,400,1,3,2,0,4,4,0,0,0,3,3,0,1994,0
3,4,13,1,2,1,1,1,36,0,0,0,4,12243,7,400,1,3,2,0,5,5,0,0,0,1,3,0,1996,0
2,1,11,1,3,3,0,2,36,0,0,0,2,12033,12,400,3,3,2,1,4,4,0,0,0,1,3,0,1996,0
1,4,8,1,1,4,1,1,36,0,1,0,0,12787,11,400,1,3,2,2,4,4,0,0,0,1,3,0,1996,1
2,0,9,1,1,3,1,1,27,0,1,0,0,5096,7,410,3,3,2,0,4,4,0,0,0,0,2,0,1994,1
2,5,11,1,3,3,1,1,33,0,0,0,0,8588,11,400,1,3,2,1,4,4,0,0,0,3,3,0,1995,0
3,1,14,1,3,4,1,1,28,0,1,0,2,627,9,400,2,3,2,1,3,4,0,0,0,1,3,0,1994,1
4,2,11,1,1,1,1,1,46,0,0,0,0,2323,1,400,2,3,2,0,5,5,0,0,0,3,3,0,1994,0
4,5,7,0,3,1,1,1,16,0,0,0,2,3134,4,400,3,3,2,3,6,2,0,0,0,3,2,0,1994,0
2,4,13,1,1,2,1,1,26,0,0,0,0,9208,11,400,3,3,2,1,4,4,0,0,0,0,3,0,1995,0
1,4,0,1,4,4,1,1,38,0,4,1,3,6224,5,400,3,3,2,0,4,4,0,0,0,0,3,0,1995,0
1,0,12,1,5,1,1,1,53,0,0,0,3,13309,3,400,3,3,2,1,6,5,0,0,0,1,3,0,1996,0
3,4,2,1,5,1,1,1,41,0,4,1,3,11131,6,400,1,3,2,2,3,4,0,0,0,2,3,0,1995,0
1,2,1,1,2,3,1,1,57,0,0,0,4,6821,4,400,1,3,2,1,6,6,0,0,0,0,3,0,1995,0
2,0,11,1,2,3,1,1,36,0,0,0,0,9284,9,465,1,3,2,1,4,4,0,0,0,0,1,0,1995,0
1,1,1,1,6,4,1,1,27,0,5,1,4,5451,2,400,2,3,2,0,4,4,0,0,0,2,2,0,1994,0
3,1,5,0,5,1,1,1,28,0,1,0,0,9454,12,400,1,3,2,0,4,4,0,0,0,2,3,0,1995,1
3,0,7,0,2,4,1,1,29,0,0,0,2,4549,4,400,2,3,2,1,3,3,0,0,0,1,3,0,1994,0
3,0,13,1,2,3,0,1,28,0,0,0,0,2884,1,400,1,3,2,1,4,4,0,0,0,3,3,0,1994,0
3,3,9,1,2,1,1,1,29,0,1,0,1,11920,5,400,2,3,2,1,3,4,0,0,0,1,3,0,1996,1
5,2,6,1,5,1,1,1,21,0,3,0,4,13855,2,400,3,3,2,1,1,2,0,0,0,1,3,0,1996,1
3,2,15,0,5,3,1,1,30,0,0,0,0,5692,13,400,3,3,2,0,3,3,0,0,0,1,3,0,1994,0
4,5,8,1,2,4,1,1,61,0,0,0,1,5888,15,400,1,3,2,2,4,7,0,0,0,2,3,0,1994,0
2,1,6,1,6,4,0,1,39,0,0,0,0,9280,9,400,3,3,2,1,4,4,0,0,0,0,3,0,1995,0
1,1,3,1,2,2,1,1,46,0,1,0,2,13902,3,400,1,3,2,3,5,5,0,0,0,1,2,0,1996,0
1,6,15,0,6,1,0,1,58,0,0,0,2,10444,7,400,1,3,2,0,4,6,0,0,0,2,3,0,1995,0
5,0,11,0,5,2,1,1,36,0,1,0,4,310,8,400,1,3,2,2,6,4,0,0,0,3,3,0,1994,0
3,0,11,1,7,4,1,1,35,0,1,0,0,6467,6,400,2,3,2,1,4,4,0,0,0,3,3,0,1995,1
2,1,14,1,1,3,1,1,42,0,1,0,0,12144,12,623,3,3,2,2,5,5,0,0,0,2,3,0,1996,1
2,1,16,0,5,2,1,1,48,0,1,0,0,7073,7,400,2,3,2,2,5,5,0,0,0,2,3,0,1995,1
2,4,15,1,3,3,0,2,26,0,1,0,0,15400,3,400,4,3,2,3,3,3,0,0,0,1,3,0,1996,1
2,3,11,1,2,2,1,1,33,0,0,0,0,8307,11,471,4,3,2,2,4,4,0,0,0,3,1,0,1995,0
4,2,8,1,1,1,1,1,58,0,1,0,0,2339,1,400,3,3,2,0,4,6,0,0,0,2,3,0,1994,1
1,2,3,1,4,2,1,1,21,0,0,0,1,1077,3,400,1,3,2,1,4,2,0,0,0,3,3,0,1994,0
3,3,11,1,5,4,1,1,33,0,1,0,0,15028,9,400,2,3,2,3,5,4,0,0,0,2,3,0,1996,1
5,1,13,0,4,2,1,1,39,0,0,0,0,955,6,400,3,1,1,2,4,4,0,0,0,1,2,0,1994,0
3,0,2,0,2,3,0,1,32,0,0,0,4,7215,14,400,3,3,2,0,4,4,0,0,0,2,3,0,1995,0
1,0,15,0,5,2,0,1,35,0,1,0,1,5544,4,400,2,3,2,1,4,4,0,0,0,2,3,0,1994,1
3,3,1,0,5,3,1,1,46,0,2,0,5,2037,10,475,3,3,2,3,5,5,0,0,0,0,1,0,1994,0
2,5,3,0,3,2,1,1,32,0,1,0,1,9237,6,400,3,3,2,3,4,4,0,0,0,3,2,0,1995,0
2,3,10,1,6,1,0,1,33,0,0,0,1,9973,9,400,1,3,2,1,5,4,0,0,0,1,3,0,1995,0
1,2,7,0,5,2,1,2,6,0,0,0,4,3254,1,400,3,3,2,3,6,0,0,0,0,2,3,0,1994,0
3,1,8,1,5,3,1,2,27,0,0,0,0,14169,3,400,3,3,2,2,3,3,0,0,0,1,3,0,1996,0
3,0,4,1,2,3,0,1,65,0,0,0,2,9453,9,400,2,3,2,1,5,7,0,0,0,1,3,0,1995,0
5,6,13,1,5,4,1,1,39,0,0,0,0,11139,5,400,2,3,2,1,5,5,0,0,0,2,3,0,1995,0
4,2,12,1,1,4,1,1,49,0,1,0,0,12419,9,400,3,3,2,1,5,5,0,0,0,0,3,0,1996,1
1,0,9,1,5,1,1,1,36,0,1,0,0,12004,6,400,4,3,2,2,4,4,0,0,0,2,3,0,1996,1
3,4,10,1,5,3,1,1,56,0,1,0,1,2039,9,400,3,3,2,1,4,6,0,0,0,2,3,0,1994,0
3,2,13,1,6,4,1,1,32,0,0,0,0,12254,8,400,3,3,2,0,4,4,0,0,0,1,3,0,1996,0
4,2,17,1,2,4,1,1,31,0,0,0,2,2211,10,400,3,3,2,0,4,4,0,0,0,1,3,0,1994,0
2,3,15,1,4,2,1,1,43,0,0,0,1,576,7,400,1,3,2,1,5,5,0,0,0,3,3,0,1994,0
2,2,7,1,2,3,1,1,51,0,1,0,0,1197,7,400,1,3,2,1,4,6,0,0,0,3,3,0,1994,1
4,1,9,1,6,4,1,1,21,0,0,0,3,3866,7,400,1,3,2,0,6,2,0,0,0,2,3,0,1994,0
3,1,7,0,5,3,1,1,6,0,0,0,4,1450,9,400,3,3,2,0,6,0,0,0,0,2,0,0,1994,0
2,2,9,1,1,2,1,1,27,0,0,0,0,3457,10,400,3,3,2,1,5,4,0,0,0,2,3,0,1994,0
2,4,8,1,5,3,0,1,45,0,4,1,5,9994,5,400,2,3,2,1,5,5,0,0,0,2,3,0,1995,0
3,1,6,1,6,3,1,1,18,0,1,0,3,2956,9,400,4,3,2,1,6,2,0,0,0,3,3,0,1994,1
1,0,12,0,2,3,1,2,32,0,0,0,0,3425,2,400,1,3,2,0,3,4,0,0,0,3,3,0,1994,0
1,6,11,1,2,1,0,1,38,0,0,0,1,10443,10,400,1,3,2,2,4,4,0,0,0,0,3,0,1995,0
1,3,9,1,5,2,1,1,37,0,0,0,3,6146,11,400,1,3,2,2,5,4,0,0,0,0,3,0,1995,0
4,2,9,1,6,4,1,1,26,0,0,0,0,11088,8,400,4,3,2,1,3,3,0,0,0,1,3,0,1995,0
3,4,12,1,4,1,1,1,32,0,0,0,3,13646,15,400,3,3,2,0,4,4,0,0,0,2,3,0,1996,0
2,5,12,1,2,3,1,1,30,0,0,0,0,554,5,400,2,3,2,3,4,4,0,0,0,3,3,0,1994,0
2,6,10,0,1,3,1,1,30,0,1,0,4,14670,12,400,2,3,2,2,4,4,0,0,0,0,3,0,1996,1
3,2,17,0,6,3,1,1,44,0,0,0,0,2168,7,418,2,3,2,1,6,5,0,0,0,2,2,1,1994,0
2,0,6,1,2,3,1,1,27,0,0,0,4,8491,11,400,3,3,2,3,1,3,0,0,0,3,3,0,1995,0
3,2,3,1,4,3,1,1,56,0,4,1,4,9388,10,400,3,3,2,1,5,6,0,0,0,1,3,0,1995,0
1,3,17,1,2,1,1,1,35,0,0,0,0,5500,13,471,1,3,2,0,5,4,0,0,0,3,3,1,1994,0
2,3,4,1,5,4,1,1,39,0,5,1,4,4948,10,400,1,3,2,1,5,5,0,0,0,0,3,0,1994,0
1,5,2,1,2,2,1,1,53,0,0,0,4,399,7,400,3,3,2,2,5,6,0,0,0,1,3,0,1994,0
1,0,4,0,1,1,1,1,45,0,6,1,4,5510,14,400,2,3,2,2,5,5,0,0,0,0,3,0,1994,1
1,1,9,1,5,2,0,1,38,0,2,1,2,10520,7,400,2,3,2,0,4,4,0,0,0,2,3,0,1995,1
1,2,6,0,6,4,1,1,5,0,0,0,5,34,7,400,1,3,2,3,5,0,0,0,0,2,3,0,1994,0
5,1,9,1,3,1,1,2,23,0,3,0,3,13844,6,400,3,3,2,1,1,2,0,0,0,0,2,0,1996,1
1,2,2,1,7,1,1,1,29,0,1,0,0,6858,5,410,2,3,2,1,5,4,0,0,0,3,2,0,1995,1
2,5,17,0,4,3,0,1,45,0,0,0,1,3556,8,400,1,3,2,2,5,5,0,0,0,0,3,0,1994,0
4,5,7,0,3,1,1,1,23,0,0,0,1,3137,3,400,3,3,2,3,5,3,0,0,0,3,2,0,1994,0
2,3,13,1,3,3,0,2,30,0,1,0,0,15390,6,400,2,3,2,3,3,4,0,0,0,2,3,1,1996,1
2,4,9,1,5,2,0,1,37,0,1,0,0,8556,6,400,2,3,2,1,5,4,0,0,0,3,3,0,1995,1
2,1,13,0,1,3,1,1,33,0,0,0,0,532,6,400,3,3,2,1,3,4,0,0,0,0,3,1,1994,0
1,2,13,1,4,2,0,1,32,0,0,0,0,14391,8,400,3,3,2,0,4,4,0,0,0,3,3,0,1996,0
2,5,8,0,6,3,1,1,38,0,0,0,0,2798,5,400,3,3,2,0,4,4,0,0,0,3,3,1,1994,0
1,4,15,1,1,2,1,1,50,0,0,0,1,8423,9,400,1,3,2,1,5,5,0,0,0,1,3,0,1995,0
4,3,4,0,3,3,1,1,42,0,0,0,2,12497,9,400,2,3,2,2,4,5,0,0,0,2,2,0,1996,0
1,1,13,1,6,1,1,1,46,0,2,1,2,13422,3,400,1,3,0,2,6,6,0,0,0,3,3,0,1996,1
3,1,15,1,6,4,0,1,33,0,0,0,1,8703,14,400,2,3,2,1,3,4,0,0,0,2,3,0,1995,0
4,3,2,1,1,4,0,1,38,0,1,0,0,6590,16,400,2,3,2,1,3,4,0,0,0,0,3,0,1995,1
3,1,15,0,5,3,0,1,29,0,0,0,0,2897,4,400,1,3,2,1,4,4,0,0,0,3,3,0,1994,0
1,2,9,1,1,1,0,1,32,0,0,0,0,6091,8,400,2,3,2,3,5,4,0,0,0,3,3,0,1994,0
1,0,5,1,3,2,1,1,49,0,0,0,1,13930,5,400,1,3,2,1,6,6,0,0,0,1,3,0,1996,0
4,4,13,1,6,2,1,1,32,0,0,0,0,809,12,400,1,3,2,1,4,4,0,0,0,3,3,0,1994,0
3,4,4,0,3,2,1,1,42,0,0,0,0,3794,2,400,1,3,2,0,4,5,0,0,0,2,3,0,1994,0
1,4,13,1,2,1,1,1,44,0,0,0,1,11339,8,400,3,3,2,2,5,5,0,0,0,3,3,0,1995,0
4,3,15,0,3,2,1,1,33,0,0,0,0,5245,9,400,3,3,2,2,4,4,0,0,0,1,3,0,1994,0
3,1,2,0,6,3,1,1,40,0,1,0,1,649,3,400,1,3,2,1,4,4,0,0,0,2,3,0,1994,1
3,4,15,1,6,3,0,1,29,0,0,0,0,15173,4,400,3,3,2,0,3,3,0,0,0,2,3,0,1996,0
4,0,9,1,1,1,0,1,31,0,0,0,2,10341,6,400,3,3,2,1,3,3,0,0,0,2,3,0,1995,0
2,3,10,1,4,2,1,1,31,0,0,0,0,5083,9,400,2,3,2,1,3,4,0,0,0,2,3,0,1994,0
2,1,11,1,5,3,1,1,41,0,1,0,1,10741,13,400,3,3,2,1,6,5,0,0,0,2,3,0,1995,1
2,1,6,1,4,3,1,1,45,0,1,0,0,13947,7,400,1,3,2,0,6,5,0,0,0,2,3,0,1996,1
2,1,12,1,3,1,1,1,41,0,3,1,1,1862,11,400,2,3,2,0,5,5,0,0,0,2,3,0,1994,1
2,5,7,0,3,3,1,1,52,0,0,0,0,3558,14,400,1,3,2,1,4,6,0,0,0,2,1,0,1994,0
2,0,6,1,2,3,1,1,27,0,0,0,4,8492,11,400,3,3,2,3,2,3,0,0,0,3,3,0,1995,0
1,3,13,1,5,2,0,2,27,0,0,0,0,11984,10,400,4,3,2,2,4,4,0,0,0,3,3,0,1996,0
1,6,5,0,1,1,1,2,5,0,0,0,5,1688,7,400,3,3,2,2,6,0,0,0,0,3,3,0,1994,0
4,3,6,1,6,4,0,1,40,0,3,0,4,4718,11,400,2,3,2,1,4,5,0,0,0,3,3,0,1994,1
4,4,12,0,3,1,1,1,40,0,0,0,0,13800,7,400,2,3,2,1,4,5,0,0,0,0,3,0,1996,0
5,2,16,1,7,1,0,1,27,0,2,1,0,7582,5,400,3,3,2,0,2,4,0,0,0,2,3,0,1995,1
